"Variable","Year","Value","source"
"GR",2012,0.243227302310446,"Figure1-a_b"
"GR",2013,0.44937995493616,"Figure1-a_b"
"GR",2014,0.254532623667251,"Figure1-a_b"
"GR",2015,0.236989113647493,"Figure1-a_b"
"GR",2016,0.316317779042354,"Figure1-a_b"
"GR",2017,0.180375753142505,"Figure1-a_b"
"GR",2018,0.385060568086884,"Figure1-a_b"
"GR",2019,0.265475488544474,"Figure1-a_b"
"GR",2020,0.172070517790988,"Figure1-a_b"
"GR",2021,0.504723108606604,"Figure1-a_b"
"GR",2022,0.380034650203753,"Figure1-a_b"
"KE",1996,NA,"Figure1-a_b"
"KE",1997,NA,"Figure1-a_b"
"KE",1998,NA,"Figure1-a_b"
"KE",1999,NA,"Figure1-a_b"
"KE",2000,NA,"Figure1-a_b"
"KE",2001,NA,"Figure1-a_b"
"KE",2002,NA,"Figure1-a_b"
"KE",2003,NA,"Figure1-a_b"
"KE",2004,NA,"Figure1-a_b"
"KE",2005,NA,"Figure1-a_b"
"KE",2006,NA,"Figure1-a_b"
"KE",2007,NA,"Figure1-a_b"
"KE",2008,NA,"Figure1-a_b"
"KE",2009,NA,"Figure1-a_b"
"KE",2010,NA,"Figure1-a_b"
"KE",2011,0.00779778999220221,"Figure1-a_b"
"KE",2012,0.0437276277253498,"Figure1-a_b"
"KE",2013,0.00175248268380205,"Figure1-a_b"
"KE",2014,0.00133608924107674,"Figure1-a_b"
"KE",2015,NA,"Figure1-a_b"
"KE",2016,NA,"Figure1-a_b"
"KE",2017,NA,"Figure1-a_b"
"KE",2018,0.012531328320802,"Figure1-a_b"
"KE",2019,0.00620038746630728,"Figure1-a_b"
"KE",2020,0.0204617902989575,"Figure1-a_b"
"KE",2021,0.00767841220268405,"Figure1-a_b"
"KE",2022,0.018423171713721,"Figure1-a_b"
"IL",1996,0.437352552303425,"Figure1-a_b"
"IL",1997,0.197936894979396,"Figure1-a_b"
"IL",1998,0.449755146790108,"Figure1-a_b"
"IL",1999,0.295589026358257,"Figure1-a_b"
"IL",2000,0.470013947001395,"Figure1-a_b"
"IL",2001,0.318837009041764,"Figure1-a_b"
"IL",2002,0.600150574063618,"Figure1-a_b"
"IL",2003,0.567265748475954,"Figure1-a_b"
"IL",2004,0.533670018385274,"Figure1-a_b"
"IL",2005,0.768507874728458,"Figure1-a_b"
"IL",2006,0.630381519075954,"Figure1-a_b"
"IL",2007,0.495610224618541,"Figure1-a_b"
"IL",2008,0.517251136740628,"Figure1-a_b"
"IL",2009,0.372674387093277,"Figure1-a_b"
"IL",2010,0.406716933348682,"Figure1-a_b"
"IL",2011,0.431911980068088,"Figure1-a_b"
"IL",2012,0.446674666449723,"Figure1-a_b"
"IL",2013,0.669558541266795,"Figure1-a_b"
"IL",2014,0.317378883466254,"Figure1-a_b"
"IL",2015,0.499596941273967,"Figure1-a_b"
"IL",2016,0.437005121534835,"Figure1-a_b"
"IL",2017,0.381553061656625,"Figure1-a_b"
"IL",2018,0.581685463659148,"Figure1-a_b"
"IL",2019,0.400591728436658,"Figure1-a_b"
"IL",2020,0.401395709485655,"Figure1-a_b"
"IL",2021,0.252209925996334,"Figure1-a_b"
"IL",2022,0.518837998096679,"Figure1-a_b"
"IN",1996,3.0128068856454,"Figure1-a_b"
"IN",1997,3.27065909146327,"Figure1-a_b"
"IN",1998,2.31273723961506,"Figure1-a_b"
"IN",1999,2.38745904445205,"Figure1-a_b"
"IN",2000,3.05434436859233,"Figure1-a_b"
"IN",2001,2.76029756494283,"Figure1-a_b"
"IN",2002,3.14876246941464,"Figure1-a_b"
"IN",2003,3.7862271393091,"Figure1-a_b"
"IN",2004,3.96406927389518,"Figure1-a_b"
"IN",2005,3.87380068790731,"Figure1-a_b"
"IN",2006,4.49938746937347,"Figure1-a_b"
"IN",2007,4.43135928052215,"Figure1-a_b"
"IN",2008,4.0547001541674,"Figure1-a_b"
"IN",2009,4.02583512492999,"Figure1-a_b"
"IN",2010,5.14491001880204,"Figure1-a_b"
"IN",2011,5.43253009756747,"Figure1-a_b"
"IN",2012,5.71172307191669,"Figure1-a_b"
"IN",2013,5.61697404656597,"Figure1-a_b"
"IN",2014,7.23194517659462,"Figure1-a_b"
"IN",2015,7.25449203299808,"Figure1-a_b"
"IN",2016,6.95813348508251,"Figure1-a_b"
"IN",2017,7.11592138443473,"Figure1-a_b"
"IN",2018,6.62441520467836,"Figure1-a_b"
"IN",2019,7.40957715633423,"Figure1-a_b"
"IN",2020,6.84530886533988,"Figure1-a_b"
"IN",2021,6.53518003032566,"Figure1-a_b"
"IN",2022,8.86530343329836,"Figure1-a_b"
"KH",1996,NA,"Figure1-a_b"
"KH",1997,NA,"Figure1-a_b"
"KH",1998,NA,"Figure1-a_b"
"KH",1999,NA,"Figure1-a_b"
"KH",2000,NA,"Figure1-a_b"
"KH",2001,NA,"Figure1-a_b"
"KH",2002,NA,"Figure1-a_b"
"KH",2003,NA,"Figure1-a_b"
"KH",2004,NA,"Figure1-a_b"
"KH",2005,NA,"Figure1-a_b"
"KH",2006,NA,"Figure1-a_b"
"KH",2007,NA,"Figure1-a_b"
"KH",2008,NA,"Figure1-a_b"
"KH",2009,NA,"Figure1-a_b"
"KH",2010,NA,"Figure1-a_b"
"KH",2011,NA,"Figure1-a_b"
"KH",2012,NA,"Figure1-a_b"
"KH",2013,NA,"Figure1-a_b"
"KH",2014,NA,"Figure1-a_b"
"KH",2015,0.00565035597242626,"Figure1-a_b"
"KH",2016,NA,"Figure1-a_b"
"KH",2017,NA,"Figure1-a_b"
"KH",2018,NA,"Figure1-a_b"
"KH",2019,NA,"Figure1-a_b"
"KH",2020,NA,"Figure1-a_b"
"KH",2021,NA,"Figure1-a_b"
"KH",2022,NA,"Figure1-a_b"
"MA",1996,0.0247459103518005,"Figure1-a_b"
"MA",1997,0.00871717344127185,"Figure1-a_b"
"MA",1998,0.00967579485930077,"Figure1-a_b"
"MA",1999,0.00366766101031835,"Figure1-a_b"
"MA",2000,0.022674080598987,"Figure1-a_b"
"MA",2001,0.0199333349280008,"Figure1-a_b"
"MA",2002,0.0478385563711651,"Figure1-a_b"
"MA",2003,0.0230300293519982,"Figure1-a_b"
"MA",2004,0.00953310484145539,"Figure1-a_b"
"MA",2005,0.0513855448950036,"Figure1-a_b"
"MA",2006,0.0428771438571929,"Figure1-a_b"
"MA",2007,0.0144797755997468,"Figure1-a_b"
"MA",2008,0.00487871514158031,"Figure1-a_b"
"MA",2009,0.00737715669093603,"Figure1-a_b"
"MA",2010,0.0339793177544991,"Figure1-a_b"
"MA",2011,0.0109102683580897,"Figure1-a_b"
"MA",2012,0.0211922388545395,"Figure1-a_b"
"MA",2013,0.0156711841775849,"Figure1-a_b"
"MA",2014,0.0104660329552604,"Figure1-a_b"
"MA",2015,0.005628074735375,"Figure1-a_b"
"MA",2016,0.00345500365823917,"Figure1-a_b"
"MA",2017,0.00153997189551291,"Figure1-a_b"
"MA",2018,0.00297535505430242,"Figure1-a_b"
"MA",2019,0.0354215801886793,"Figure1-a_b"
"MA",2020,0.0375674162143534,"Figure1-a_b"
"MA",2021,0.0454201461968452,"Figure1-a_b"
"MA",2022,0.0422378663282985,"Figure1-a_b"
"IQ",1996,NA,"Figure1-a_b"
"IQ",1997,0.0463290336738924,"Figure1-a_b"
"IQ",1998,0.0414179559020587,"Figure1-a_b"
"IQ",1999,0.041566824783608,"Figure1-a_b"
"IQ",2000,0.0330323717242898,"Figure1-a_b"
"IQ",2001,0.0621920298521743,"Figure1-a_b"
"IQ",2002,0.00784239130434783,"Figure1-a_b"
"IQ",2003,NA,"Figure1-a_b"
"IQ",2004,0.0232653153868852,"Figure1-a_b"
"IQ",2005,NA,"Figure1-a_b"
"IQ",2006,NA,"Figure1-a_b"
"IQ",2007,NA,"Figure1-a_b"
"IQ",2008,0.00117089163397928,"Figure1-a_b"
"IQ",2009,0.00225831511625806,"Figure1-a_b"
"IQ",2010,0.0359732934269598,"Figure1-a_b"
"IQ",2011,0.0418417999581582,"Figure1-a_b"
"IQ",2012,0.0315245688252522,"Figure1-a_b"
"IQ",2013,0.0758693148627222,"Figure1-a_b"
"IQ",2014,0.0500022106211846,"Figure1-a_b"
"IQ",2015,0.0446378121821675,"Figure1-a_b"
"IQ",2016,0.0665256889683766,"Figure1-a_b"
"IQ",2017,0.0876500028874473,"Figure1-a_b"
"IQ",2018,0.166597117794486,"Figure1-a_b"
"IQ",2019,0.227526954177898,"Figure1-a_b"
"IQ",2020,0.290195571637805,"Figure1-a_b"
"IQ",2021,0.376746554416457,"Figure1-a_b"
"IQ",2022,0.428649862131232,"Figure1-a_b"
"MD",1996,0.0116661913773883,"Figure1-a_b"
"MD",1997,0.0219453317402648,"Figure1-a_b"
"MD",1998,0.00034804970154708,"Figure1-a_b"
"MD",1999,NA,"Figure1-a_b"
"MD",2000,0.00897176343928161,"Figure1-a_b"
"MD",2001,0.0788133282303976,"Figure1-a_b"
"MD",2002,0.0637530585356672,"Figure1-a_b"
"MD",2003,0.0464470535109506,"Figure1-a_b"
"MD",2004,0.105230950813719,"Figure1-a_b"
"MD",2005,0.0473812002172339,"Figure1-a_b"
"MD",2006,0.124146832341617,"Figure1-a_b"
"MD",2007,0.036199384427321,"Figure1-a_b"
"MD",2008,0.0859598384169545,"Figure1-a_b"
"MD",2009,0.0891700240284728,"Figure1-a_b"
"MD",2010,0.0518905644449561,"Figure1-a_b"
"MD",2011,0.0761303942638696,"Figure1-a_b"
"MD",2012,0.0397390579238529,"Figure1-a_b"
"MD",2013,0.0563655178169073,"Figure1-a_b"
"MD",2014,0.0571729556005237,"Figure1-a_b"
"MD",2015,0.0122962481636343,"Figure1-a_b"
"MD",2016,0.05941244614259,"Figure1-a_b"
"MD",2017,0.0653204104025102,"Figure1-a_b"
"MD",2018,0.0261814954051796,"Figure1-a_b"
"MD",2019,0.108891298854447,"Figure1-a_b"
"MD",2020,0.0664161712759542,"Figure1-a_b"
"MD",2021,0.0827112046529522,"Figure1-a_b"
"MD",2022,0.0577967838754545,"Figure1-a_b"
"IR",1996,NA,"Figure1-a_b"
"IR",1997,0.0146302211601765,"Figure1-a_b"
"IR",1998,0.0360986721890608,"Figure1-a_b"
"IR",1999,0.076531859748643,"Figure1-a_b"
"IR",2000,0.130294355134699,"Figure1-a_b"
"IR",2001,0.117208056259867,"Figure1-a_b"
"IR",2002,0.25075992847732,"Figure1-a_b"
"IR",2003,0.239557462181079,"Figure1-a_b"
"IR",2004,0.187995097260367,"Figure1-a_b"
"IR",2005,0.721942885590152,"Figure1-a_b"
"IR",2006,0.572412058102905,"Figure1-a_b"
"IR",2007,0.704461810482199,"Figure1-a_b"
"IR",2008,0.581021798099253,"Figure1-a_b"
"IR",2009,0.574515365576051,"Figure1-a_b"
"IR",2010,0.69989831549058,"Figure1-a_b"
"IR",2011,0.873614941326385,"Figure1-a_b"
"IR",2012,0.764413846404165,"Figure1-a_b"
"IR",2013,0.944711674872736,"Figure1-a_b"
"IR",2014,0.933006274763209,"Figure1-a_b"
"IR",2015,0.843697969638754,"Figure1-a_b"
"IR",2016,1.1071965693846,"Figure1-a_b"
"IR",2017,1.03851854703652,"Figure1-a_b"
"IR",2018,1.02101921470343,"Figure1-a_b"
"IR",2019,0.903337685309973,"Figure1-a_b"
"IR",2020,0.831808391487895,"Figure1-a_b"
"IR",2021,0.697886256138683,"Figure1-a_b"
"IR",2022,0.674500378224055,"Figure1-a_b"
"ZW",1996,NA,"Figure1-a_b"
"ZW",1997,NA,"Figure1-a_b"
"ZW",1998,NA,"Figure1-a_b"
"ZW",1999,NA,"Figure1-a_b"
"ZW",2000,NA,"Figure1-a_b"
"ZW",2001,NA,"Figure1-a_b"
"ZW",2002,NA,"Figure1-a_b"
"ZW",2003,NA,"Figure1-a_b"
"ZW",2004,NA,"Figure1-a_b"
"ZW",2005,0.00090514120202751,"Figure1-a_b"
"ZW",2006,NA,"Figure1-a_b"
"ZW",2007,NA,"Figure1-a_b"
"ZW",2008,NA,"Figure1-a_b"
"ZW",2009,NA,"Figure1-a_b"
"ZW",2010,NA,"Figure1-a_b"
"ZW",2011,NA,"Figure1-a_b"
"ZW",2012,NA,"Figure1-a_b"
"ZW",2013,NA,"Figure1-a_b"
"ZW",2014,0.00034009556685428,"Figure1-a_b"
"ZW",2015,NA,"Figure1-a_b"
"ZW",2016,NA,"Figure1-a_b"
"ZW",2017,NA,"Figure1-a_b"
"ZW",2018,NA,"Figure1-a_b"
"ZW",2019,0.00084231805929919,"Figure1-a_b"
"ZW",2020,0.00071795683639183,"Figure1-a_b"
"ZW",2021,0.00226310905922556,"Figure1-a_b"
"ZW",2022,NA,"Figure1-a_b"
"IS",1996,NA,"Figure1-a_b"
"IS",1997,0.00438906634805296,"Figure1-a_b"
"IS",1998,NA,"Figure1-a_b"
"IS",1999,NA,"Figure1-a_b"
"IS",2000,0.00815613301035014,"Figure1-a_b"
"IS",2001,NA,"Figure1-a_b"
"IS",2002,NA,"Figure1-a_b"
"IS",2003,0.00150523142921653,"Figure1-a_b"
"IS",2004,NA,"Figure1-a_b"
"IS",2005,NA,"Figure1-a_b"
"IS",2006,NA,"Figure1-a_b"
"IS",2007,NA,"Figure1-a_b"
"IS",2008,NA,"Figure1-a_b"
"IS",2009,NA,"Figure1-a_b"
"IS",2010,NA,"Figure1-a_b"
"IS",2011,NA,"Figure1-a_b"
"IS",2012,NA,"Figure1-a_b"
"IS",2013,0.00500709338229158,"Figure1-a_b"
"IS",2014,NA,"Figure1-a_b"
"IS",2015,0.00452028477794101,"Figure1-a_b"
"IS",2016,0.0274367937566052,"Figure1-a_b"
"IS",2017,NA,"Figure1-a_b"
"IS",2018,0.00663116123642439,"Figure1-a_b"
"IS",2019,NA,"Figure1-a_b"
"IS",2020,0.0448774446454726,"Figure1-a_b"
"IS",2021,0.0557856383099102,"Figure1-a_b"
"IS",2022,0.0128108147678192,"Figure1-a_b"
"ME",1996,NA,"Figure1-a_b"
"ME",1997,NA,"Figure1-a_b"
"ME",1998,NA,"Figure1-a_b"
"ME",1999,0.00366766101031835,"Figure1-a_b"
"ME",2000,0.00081561330103501,"Figure1-a_b"
"ME",2001,0.00364495526957853,"Figure1-a_b"
"ME",2002,NA,"Figure1-a_b"
"ME",2003,0.00075261458568525,"Figure1-a_b"
"ME",2004,0.00142672220078535,"Figure1-a_b"
"ME",2005,0.00181028240405503,"Figure1-a_b"
"ME",2006,0.00247928333916696,"Figure1-a_b"
"ME",2007,0.00087315273624238,"Figure1-a_b"
"ME",2008,NA,"Figure1-a_b"
"ME",2009,NA,"Figure1-a_b"
"ME",2010,NA,"Figure1-a_b"
"ME",2011,NA,"Figure1-a_b"
"ME",2012,NA,"Figure1-a_b"
"ME",2013,NA,"Figure1-a_b"
"ME",2014,0.00340095566854286,"Figure1-a_b"
"ME",2015,0.00188345199080875,"Figure1-a_b"
"ME",2016,0.00566155190634908,"Figure1-a_b"
"ME",2017,0.00128331055458238,"Figure1-a_b"
"ME",2018,0.00371299081035923,"Figure1-a_b"
"ME",2019,0.00175482858827493,"Figure1-a_b"
"ME",2020,0.0025128586197984,"Figure1-a_b"
"ME",2021,0.00050291262135922,"Figure1-a_b"
"ME",2022,NA,"Figure1-a_b"
"IT",1996,3.73745884426931,"Figure1-a_b"
"IT",1997,3.1545926702592,"Figure1-a_b"
"IT",1998,3.40248507735412,"Figure1-a_b"
"IT",1999,3.26434055455035,"Figure1-a_b"
"IT",2000,4.48259071668012,"Figure1-a_b"
"IT",2001,3.48954695498254,"Figure1-a_b"
"IT",2002,4.90796160361378,"Figure1-a_b"
"IT",2003,3.93059381350192,"Figure1-a_b"
"IT",2004,4.2405974079034,"Figure1-a_b"
"IT",2005,4.47114862418537,"Figure1-a_b"
"IT",2006,3.64055390269514,"Figure1-a_b"
"IT",2007,3.86756455873044,"Figure1-a_b"
"IT",2008,3.15838260835626,"Figure1-a_b"
"IT",2009,2.96639627107008,"Figure1-a_b"
"IT",2010,3.03683665246921,"Figure1-a_b"
"IT",2011,2.47931683752068,"Figure1-a_b"
"IT",2012,2.44225919297104,"Figure1-a_b"
"IT",2013,2.47557372945005,"Figure1-a_b"
"IT",2014,2.4315472647814,"Figure1-a_b"
"IT",2015,2.20659584887181,"Figure1-a_b"
"IT",2016,2.26241768961873,"Figure1-a_b"
"IT",2017,1.9174016824193,"Figure1-a_b"
"IT",2018,2.59160401002506,"Figure1-a_b"
"IT",2019,1.81025311657682,"Figure1-a_b"
"IT",2020,1.99419746704575,"Figure1-a_b"
"IT",2021,2.0588996763754,"Figure1-a_b"
"IT",2022,1.84380566604036,"Figure1-a_b"
"MG",1996,NA,"Figure1-a_b"
"MG",1997,NA,"Figure1-a_b"
"MG",1998,NA,"Figure1-a_b"
"MG",1999,NA,"Figure1-a_b"
"MG",2000,NA,"Figure1-a_b"
"MG",2001,NA,"Figure1-a_b"
"MG",2002,NA,"Figure1-a_b"
"MG",2003,0.00406412282682321,"Figure1-a_b"
"MG",2004,NA,"Figure1-a_b"
"MG",2005,NA,"Figure1-a_b"
"MG",2006,NA,"Figure1-a_b"
"MG",2007,NA,"Figure1-a_b"
"MG",2008,NA,"Figure1-a_b"
"MG",2009,NA,"Figure1-a_b"
"MG",2010,NA,"Figure1-a_b"
"MG",2011,0.00202076874797923,"Figure1-a_b"
"MG",2012,NA,"Figure1-a_b"
"MG",2013,NA,"Figure1-a_b"
"MG",2014,NA,"Figure1-a_b"
"MG",2015,NA,"Figure1-a_b"
"MG",2016,NA,"Figure1-a_b"
"MG",2017,NA,"Figure1-a_b"
"MG",2018,NA,"Figure1-a_b"
"MG",2019,NA,"Figure1-a_b"
"MG",2020,NA,"Figure1-a_b"
"MG",2021,0.00032330097087378,"Figure1-a_b"
"MG",2022,0.00030501939923379,"Figure1-a_b"
"MK",1996,NA,"Figure1-a_b"
"MK",1997,0.00243837019336276,"Figure1-a_b"
"MK",1998,NA,"Figure1-a_b"
"MK",1999,0.0317863954227591,"Figure1-a_b"
"MK",2000,NA,"Figure1-a_b"
"MK",2001,0.00179400086112041,"Figure1-a_b"
"MK",2002,NA,"Figure1-a_b"
"MK",2003,0.00677353804470535,"Figure1-a_b"
"MK",2004,0.00151319200127108,"Figure1-a_b"
"MK",2005,NA,"Figure1-a_b"
"MK",2006,NA,"Figure1-a_b"
"MK",2007,NA,"Figure1-a_b"
"MK",2008,NA,"Figure1-a_b"
"MK",2009,NA,"Figure1-a_b"
"MK",2010,NA,"Figure1-a_b"
"MK",2011,NA,"Figure1-a_b"
"MK",2012,NA,"Figure1-a_b"
"MK",2013,NA,"Figure1-a_b"
"MK",2014,NA,"Figure1-a_b"
"MK",2015,NA,"Figure1-a_b"
"MK",2016,NA,"Figure1-a_b"
"MK",2017,NA,"Figure1-a_b"
"MK",2018,NA,"Figure1-a_b"
"MK",2019,NA,"Figure1-a_b"
"MK",2020,NA,"Figure1-a_b"
"MK",2021,NA,"Figure1-a_b"
"MK",2022,0.00017429686928088,"Figure1-a_b"
"KR",1996,0.418772198169704,"Figure1-a_b"
"KR",1997,0.574399551339884,"Figure1-a_b"
"KR",1998,0.482787184797174,"Figure1-a_b"
"KR",1999,0.878079612694997,"Figure1-a_b"
"KR",2000,0.921177420538795,"Figure1-a_b"
"KR",2001,0.876390948667655,"Figure1-a_b"
"KR",2002,1.09619329945417,"Figure1-a_b"
"KR",2003,0.859047188981712,"Figure1-a_b"
"KR",2004,0.882872188301519,"Figure1-a_b"
"KR",2005,1.1116966871832,"Figure1-a_b"
"KR",2006,1.24593979698985,"Figure1-a_b"
"KR",2007,1.17997424199428,"Figure1-a_b"
"KR",2008,1.26046484397869,"Figure1-a_b"
"KR",2009,1.15841448212318,"Figure1-a_b"
"KR",2010,1.62632861363724,"Figure1-a_b"
"KR",2011,1.38792673881207,"Figure1-a_b"
"KR",2012,1.85121420436056,"Figure1-a_b"
"KR",2013,1.42536593507469,"Figure1-a_b"
"KR",2014,1.64481779380006,"Figure1-a_b"
"KR",2015,1.87558481184315,"Figure1-a_b"
"KR",2016,1.79298227786359,"Figure1-a_b"
"KR",2017,1.27785712910739,"Figure1-a_b"
"KR",2018,1.70010442773601,"Figure1-a_b"
"KR",2019,1.52387129380054,"Figure1-a_b"
"KR",2020,1.10316188506935,"Figure1-a_b"
"KR",2021,1.44720619186639,"Figure1-a_b"
"KR",2022,1.36338059100559,"Figure1-a_b"
"ML",1996,NA,"Figure1-a_b"
"ML",1997,NA,"Figure1-a_b"
"ML",1998,NA,"Figure1-a_b"
"ML",1999,NA,"Figure1-a_b"
"ML",2000,NA,"Figure1-a_b"
"ML",2001,NA,"Figure1-a_b"
"ML",2002,NA,"Figure1-a_b"
"ML",2003,NA,"Figure1-a_b"
"ML",2004,NA,"Figure1-a_b"
"ML",2005,NA,"Figure1-a_b"
"ML",2006,NA,"Figure1-a_b"
"ML",2007,NA,"Figure1-a_b"
"ML",2008,NA,"Figure1-a_b"
"ML",2009,NA,"Figure1-a_b"
"ML",2010,NA,"Figure1-a_b"
"ML",2011,NA,"Figure1-a_b"
"ML",2012,NA,"Figure1-a_b"
"ML",2013,NA,"Figure1-a_b"
"ML",2014,NA,"Figure1-a_b"
"ML",2015,NA,"Figure1-a_b"
"ML",2016,0.00203235509308186,"Figure1-a_b"
"ML",2017,NA,"Figure1-a_b"
"ML",2018,NA,"Figure1-a_b"
"ML",2019,NA,"Figure1-a_b"
"ML",2020,0.00117484061342293,"Figure1-a_b"
"ML",2021,NA,"Figure1-a_b"
"ML",2022,NA,"Figure1-a_b"
"MN",1996,NA,"Figure1-a_b"
"MN",1997,NA,"Figure1-a_b"
"MN",1998,NA,"Figure1-a_b"
"MN",1999,NA,"Figure1-a_b"
"MN",2000,NA,"Figure1-a_b"
"MN",2001,NA,"Figure1-a_b"
"MN",2002,NA,"Figure1-a_b"
"MN",2003,NA,"Figure1-a_b"
"MN",2004,NA,"Figure1-a_b"
"MN",2005,NA,"Figure1-a_b"
"MN",2006,NA,"Figure1-a_b"
"MN",2007,NA,"Figure1-a_b"
"MN",2008,0.00055756688718459,"Figure1-a_b"
"MN",2009,0.00108399125580387,"Figure1-a_b"
"MN",2010,NA,"Figure1-a_b"
"MN",2011,0.00507173966792826,"Figure1-a_b"
"MN",2012,NA,"Figure1-a_b"
"MN",2013,NA,"Figure1-a_b"
"MN",2014,NA,"Figure1-a_b"
"MN",2015,NA,"Figure1-a_b"
"MN",2016,NA,"Figure1-a_b"
"MN",2017,NA,"Figure1-a_b"
"MN",2018,NA,"Figure1-a_b"
"MN",2019,NA,"Figure1-a_b"
"MN",2020,NA,"Figure1-a_b"
"MN",2021,NA,"Figure1-a_b"
"MN",2022,NA,"Figure1-a_b"
"MO",1996,NA,"Figure1-a_b"
"MO",1997,NA,"Figure1-a_b"
"MO",1998,NA,"Figure1-a_b"
"MO",1999,NA,"Figure1-a_b"
"MO",2000,NA,"Figure1-a_b"
"MO",2001,NA,"Figure1-a_b"
"MO",2002,NA,"Figure1-a_b"
"MO",2003,NA,"Figure1-a_b"
"MO",2004,NA,"Figure1-a_b"
"MO",2005,NA,"Figure1-a_b"
"MO",2006,NA,"Figure1-a_b"
"MO",2007,NA,"Figure1-a_b"
"MO",2008,NA,"Figure1-a_b"
"MO",2009,NA,"Figure1-a_b"
"MO",2010,NA,"Figure1-a_b"
"MO",2011,NA,"Figure1-a_b"
"MO",2012,0.00305076472502441,"Figure1-a_b"
"MO",2013,0.00064906784611533,"Figure1-a_b"
"MO",2014,0.0397345554100702,"Figure1-a_b"
"MO",2015,0.00242157305910272,"Figure1-a_b"
"MO",2016,0.0325853589139094,"Figure1-a_b"
"MO",2017,0.020853721919575,"Figure1-a_b"
"MO",2018,0.0221585213032581,"Figure1-a_b"
"MO",2019,NA,"Figure1-a_b"
"MO",2020,0.00172309813043853,"Figure1-a_b"
"MO",2021,0.101773598569715,"Figure1-a_b"
"MO",2022,0.00756448110099802,"Figure1-a_b"
"QA",1996,NA,"Figure1-a_b"
"QA",1997,0.00650232864353466,"Figure1-a_b"
"QA",1998,0.00243635034717992,"Figure1-a_b"
"QA",1999,NA,"Figure1-a_b"
"QA",2000,NA,"Figure1-a_b"
"QA",2001,0.0203320097593647,"Figure1-a_b"
"QA",2002,NA,"Figure1-a_b"
"QA",2003,NA,"Figure1-a_b"
"QA",2004,0.00283723358376648,"Figure1-a_b"
"QA",2005,NA,"Figure1-a_b"
"QA",2006,NA,"Figure1-a_b"
"QA",2007,0.0267403025474231,"Figure1-a_b"
"QA",2008,0.0243935757079016,"Figure1-a_b"
"QA",2009,0.00135498906975484,"Figure1-a_b"
"QA",2010,0.0157323203253904,"Figure1-a_b"
"QA",2011,0.00931930999068069,"Figure1-a_b"
"QA",2012,0.0332193703221608,"Figure1-a_b"
"QA",2013,0.0108937327881165,"Figure1-a_b"
"QA",2014,0.0288676518101587,"Figure1-a_b"
"QA",2015,0.0239825592345651,"Figure1-a_b"
"QA",2016,0.0332434354930493,"Figure1-a_b"
"QA",2017,0.0272224681899555,"Figure1-a_b"
"QA",2018,0.00232725563909774,"Figure1-a_b"
"QA",2019,0.0106292537061995,"Figure1-a_b"
"QA",2020,0.00642487292151288,"Figure1-a_b"
"QA",2021,0.0166473170842103,"Figure1-a_b"
"QA",2022,0.00806993484785632,"Figure1-a_b"
"KW",1996,0.00604912762813367,"Figure1-a_b"
"KW",1997,0.0195069615469021,"Figure1-a_b"
"KW",1998,0.00771511755390425,"Figure1-a_b"
"KW",1999,0.0238397965670693,"Figure1-a_b"
"KW",2000,0.0012234211749737,"Figure1-a_b"
"KW",2001,0.00059800028704013,"Figure1-a_b"
"KW",2002,0.0104142433653303,"Figure1-a_b"
"KW",2003,NA,"Figure1-a_b"
"KW",2004,0.00103172027146651,"Figure1-a_b"
"KW",2005,0.00075428358073859,"Figure1-a_b"
"KW",2006,0.0831291564578229,"Figure1-a_b"
"KW",2007,NA,"Figure1-a_b"
"KW",2008,0.00696959584723767,"Figure1-a_b"
"KW",2009,0.0126465646510451,"Figure1-a_b"
"KW",2010,NA,"Figure1-a_b"
"KW",2011,0.0112212099887788,"Figure1-a_b"
"KW",2012,0.0298297673283436,"Figure1-a_b"
"KW",2013,0.0324905282483518,"Figure1-a_b"
"KW",2014,0.011984321594368,"Figure1-a_b"
"KW",2015,0.032454514634422,"Figure1-a_b"
"KW",2016,0.0191041378749695,"Figure1-a_b"
"KW",2017,0.016453868216905,"Figure1-a_b"
"KW",2018,0.00208855472013367,"Figure1-a_b"
"KW",2019,0.0531012045148248,"Figure1-a_b"
"KW",2020,0.0231181614542948,"Figure1-a_b"
"KW",2021,0.0480532735872542,"Figure1-a_b"
"KW",2022,0.0140134696566702,"Figure1-a_b"
"MR",1996,NA,"Figure1-a_b"
"MR",1997,NA,"Figure1-a_b"
"MR",1998,NA,"Figure1-a_b"
"MR",1999,NA,"Figure1-a_b"
"MR",2000,NA,"Figure1-a_b"
"MR",2001,NA,"Figure1-a_b"
"MR",2002,NA,"Figure1-a_b"
"MR",2003,0.00225784601490178,"Figure1-a_b"
"MR",2004,0.00113489343350659,"Figure1-a_b"
"MR",2005,NA,"Figure1-a_b"
"MR",2006,NA,"Figure1-a_b"
"MR",2007,NA,"Figure1-a_b"
"MR",2008,NA,"Figure1-a_b"
"MR",2009,NA,"Figure1-a_b"
"MR",2010,NA,"Figure1-a_b"
"MR",2011,NA,"Figure1-a_b"
"MR",2012,0.00325414904002603,"Figure1-a_b"
"MR",2013,NA,"Figure1-a_b"
"MR",2014,NA,"Figure1-a_b"
"MR",2015,NA,"Figure1-a_b"
"MR",2016,NA,"Figure1-a_b"
"MR",2017,0.00054998941269321,"Figure1-a_b"
"MR",2018,NA,"Figure1-a_b"
"MR",2019,0.00526448787061995,"Figure1-a_b"
